0	ro_cp	"Article 1
Legality of incrimination
(1) The criminal law provides for the facts that constitute crimes.
(2) No person may be criminally sanctioned for an act that was not provided by the criminal law on the date when it was committed."
1	ro_cp	"Article 2
Legality of criminal law sanctions
(1) The criminal law provides for the applicable punishments and the educational measures that can be taken against the persons who have committed crimes, as well as the safety measures that can be taken against the persons who have committed deeds provided by the criminal law.
(2) A punishment may not be applied or an educational or security measure may not be taken unless it was provided for by the criminal law on the date when the act was committed.
(3) No penalty may be set and applied outside its general limits.
Note
Rejection decision: HP no. 16/2017, published in the Official Gazette no. 439 of June 13, 2017.
Chapter II Application of criminal law
Section 1 Application of criminal law over time"
2	ro_cp	"Article 3
Criminal law activity
Criminal law applies to crimes committed while it is in force."
3	ro_cp	"Article 4
Application of the criminal law of decriminalization
The criminal law does not apply to acts committed under the old law, if they are no longer provided by the new law. In this case, the execution of the punishments, the educational measures and the security measures, pronounced under the old law, as well as all the criminal consequences of the judgments regarding these deeds shall cease by the entry into force of the new law.
Note
By DECISION OF THE CONSTITUTIONAL COURT no. 651 of October 25, 2018, published in the OFFICIAL GAZETTE no. 1083 of December 20, 2018, the exception of unconstitutionality was admitted, finding that the legislative solution contained in art. 4 of the Criminal Code, which does not assimilate the effects of a decision of the Constitutional Court finding the unconstitutionality of an incrimination norm with those of a criminal decriminalization law, is unconstitutional.

According to art. 147 para. (1) of the CONSTITUTION OF ROMANIA republished in the OFFICIAL GAZETTE no. 767 of 31 October 2003, the provisions of the laws and ordinances in force, as well as those of the regulations, found to be unconstitutional, shall cease to have legal effect 45 days after the publication of the decision of the Constitutional Court if, within this period, the Parliament or the Government , do not agree the unconstitutional provisions with the provisions of the Constitution. During this period, the provisions found to be unconstitutional are suspended by law.

In conclusion, between December 20, 2018 - February 2, 2019, the legislative solution contained in art. 4 of the Criminal Code, which does not assimilate the effects of a decision of the Constitutional Court finding the unconstitutionality of a rule of incrimination with those of a criminal law of decriminalization, was suspended by law, ceasing its legal effects on February 3, 2019, as the legislator did not intervene to amend the contested provision.
Note
Admission Decision: HP no. 30/2015, published in the Official Gazette no. 14 of January 8, 2016:

It establishes that in the situation of a crime of deception committed under the rule of the Criminal Code of 1969, which caused a damage below the threshold of 2,000,000 lei, the modification of the notion of ""particularly serious consequences"" in the Criminal Code does not produce the effects provided by art. 4 of the Criminal Code and not those provided by art. 3 para. (1) of Law no. 187/2012 for the implementation of Law no. 286/2009 on the Criminal Code and does not lead to the decriminalization of the crime of deception.

Admission Decision: HP no. 9/2016, published in the Official Gazette no. 356 of 10 May 2016:

It states that:

1. In applying the provisions of art. 371 of the Criminal Code, in the case of the crime of disturbing public order and peace, for the existence of the crime, violence, threats or serious harm to dignity must not be committed against several persons, it is sufficient that violence, threats or serious harm to dignity, disturbing public order and tranquility, to be committed, in public, against a person.

2. In the event that the violence, threats or serious harm to the dignity of the person, which disturbs the public order and peace, have been committed, in public, against a single person, the decriminalization does not operate, the provisions of art. 4 of the Criminal Code.

Rejection decision: HP no. 31/2015, published in the Official Gazette no. 19 of January 11, 2016."
4	ro_cp	"Article 5
The application of the more favorable criminal law until the final judgment of the case
(1) If one or more criminal laws have intervened from the commission of the crime until the final judgment of the case, the more favorable law shall apply.
Note
Admission Decision: HP no. 21/2014, published in the Official Gazette no. 829 of 13 November 2014:

It establishes that the provisions of art. 5 para. 1 of the Criminal Code must be interpreted, including the prescription of criminal liability, in the sense that the more favorable criminal law is applicable in the case of crimes committed before February 1, 2014 that have not yet been definitively tried, in accordance with Decision no. 265/2014 of the Constitutional Court.
(2) The provisions of par. (1) shall also apply to normative acts or their provisions declared unconstitutional, as well as to emergency ordinances approved by the Parliament with amendments or completions or rejected, if during the time they were in force they contained more favorable criminal provisions.
Note
By DECISION OF THE CONSTITUTIONAL COURT no. 265 of May 6, 2014, published in the OFFICIAL GAZETTE no. 372 of May 20, 2014, the exception of unconstitutionality regarding the provisions of art. 5 of the Criminal Code, finding that these provisions are constitutional insofar as they do not allow the combination of the provisions of successive laws in establishing and applying the more favorable criminal law.

According to art. 147 para. (1) of the CONSTITUTION OF ROMANIA republished in the OFFICIAL GAZETTE no. 767 of 31 October 2003, the provisions of the laws and ordinances in force, as well as those of the regulations, found to be unconstitutional, shall cease to have legal effect 45 days after the publication of the decision of the Constitutional Court if, within this period, the Parliament or the Government , do not agree the unconstitutional provisions with the provisions of the Constitution. During this period, the provisions found to be unconstitutional are suspended by law.

Therefore, between May 20, 2014 and July 3, 2014, the provisions of art. 5 of the Criminal Code, insofar as they allow the combination of the provisions of successive laws in establishing and applying the more favorable criminal law, have been suspended by law, ceasing their legal effects starting with July 4, 2014, as the legislator did not intervene to amend provisions declared unconstitutional.
Note
Admission Decision: HP no. 2/2014, published in the Official Gazette no. 319 of April 30, 2014:

In the application of art. 5 of the Criminal Code, establishes that the prescription of criminal liability is an autonomous institution from the institution of punishment.

Admission Decision: HP no. 5/2014, published in the Official Gazette no. 470 of June 26, 2014:

In the application of art. 5 of the Criminal Code, the criterion of the global appreciation of the more favorable criminal law is taken into account.

It finds that it is not allowed to combine the provisions of successive laws in establishing and applying the more favorable criminal law regarding the conditions of existence and sanctioning of the crime in a continuous form.

Admission Decision: HP no. 10/2014, published in the Official Gazette no. 502 of 7 July 2014:

It establishes that, in the application of art. 5 of the Criminal Code, the mitigating circumstances are assessed globally depending on the incrimination and sanction. In the event of the entry into force of a new law, which brings changes both on penalties and on mitigating circumstances, the circumstances as part of the institution of the sanction of a crime cannot be viewed and analyzed separately from the institution of punishment.

The removal of the mitigating circumstances does not prejudice the principle of non-aggravation of the situation in its own appeal provided in art. 418 of the Code of Criminal Procedure, when in fact, for the same deed, a less severe sanction is established.

Admission Decision: HP no. 13/2015, published in the Official Gazette no. 410 of 10 June 2015:

It establishes that in the application of the provisions of art. 5 of the Criminal Code, according to Decision no. 265/2014 of the Constitutional Court, in the case of the plurality of offenses consisting in an offense for which, according to the previous Criminal Code, was applied, by a final decision, a penalty with conditional suspension of execution which, according to art. 41 para. (1) of the Criminal Code, does not meet the conditions to constitute the first term of post-conviction recidivism and, respectively, an offense committed within the probation period, for which the more favorable criminal law is the new law, the establishment and execution of the sentence, following the revocation of the conditional suspension , is carried out according to the provisions of art. 15 para. (2) of Law no. 187/2012 for the implementation of Law no. 286/2009 regarding the Criminal Code reported to art. 83 para. 1 of the previous Criminal Code.

Admission Decision: HP no. 7/2016, published in the Official Gazette no. 251 of April 5, 2016:

It establishes that, in application of the provisions of art. 5 of the Criminal Code, in the case of a plurality of offenses consisting in the commission of offenses prior to February 1, 2014, respectively of offenses committed after the entry into force of the new Criminal Code, for offenses committed before February 1, 2014 will apply criminal law more favorable - identified as the old law or the new law - and for the crimes committed under the new criminal law, as well as for the sanctioning treatment of the competition of crimes, the new law will be applied, according to art. 3 of the Criminal Code and art. 10 of Law no. 187/2012 for the implementation of Law no. 286/2009 on the Criminal Code.

Admission Decision: HP no. 11/2016, published in the Official Gazette no. 468 of 23 June 2016:

It establishes that, in application of the provisions of art. 5 of the Criminal Code, according to the Decision of the Constitutional Court no. 265/2014, in the case of the plurality of offenses consisting in an offense for which, according to the previous Criminal Code, a penalty was applied by a final decision with the suspension under supervision of the execution of the sentence according to art. 86 ^ 1 of the previous Criminal Code and an offense committed within the probation period, for which the more favorable criminal law is considered the new law, the establishment and execution of the sentence resulting from the revocation of the suspension under supervision is carried out according to art. 96 para. (4) and (5) of the Criminal Code.

Admission Decision: HP no. 12/2019, published in the Official Gazette no. 481 of 13 June 2019:

It establishes that, regardless of the type of punishment applied for the offense committed during the probation period, the regime of conditional suspension of the execution of the sentence applied based on art. 81 of the Criminal Code of 1969, as a result of the application of the more favorable criminal law, by a decision issued after February 1, 2014, is maintained even after the entry into force of the current Criminal Code, including the revocation or annulment, being the one provided by The 1969 Criminal Code.

Rejection decision: HP no. 9/2014, published in the Official Gazette no. 497 of July 3, 2014.

Rejection decision: HP no. 15/2016, published in the Official Gazette no. 550 of July 21, 2016.

Rejection decision: HP no. 4/2017, published in the Official Gazette no. 255 of April 12, 2017."
5	ro_cp	"Article 6
The application of the more favorable criminal law after the final judgment of the case
(1) When, after the conviction has been final and until the full sentence of imprisonment or a fine has been served, a law has been introduced which provides for a lighter sentence, the sanction applied, if it exceeds the special maximum provided by the new law for the offense committed, shall be reduced to this maximum.
Note
Admission Decision: HP no. 6/2014, published in the Official Gazette no. 471 of 26 June 2014:

In the application of the more favorable criminal law after the final judgment of the case according to art. 6 para. 1 of the Criminal Code, in case of attempt, the maximum limit of the punishment to be considered is the maximum provided by law for the attempted form (special maximum of the punishment provided by law for the crime committed, reduced or replaced according to the provisions on sanctioning treatment of the attempt).

Admission Decision: HP no. 8/2014, published in the Official Gazette no. 473 of 27 June 2014:

In the application of the more favorable criminal law after the final judgment of the case according to art. 6 para. (1) of the Criminal Code, establishes that the special maximum provided by the new law for the committed crime will not take into account the mitigating or aggravating circumstances retained to the convict and which appear capitalized in the concrete punishment the new law.

Admission Decision: HP no. 13/2014, published in the Official Gazette no. 505 of July 8, 2014:

The provisions of art. 6 para. (1) of the Criminal Code, regarding the more favorable law after the final judgment of the case, are also applicable to the conviction handed down by another state against Romanian citizens, if it was recognized in the procedure regulated by Law no. 302/2004 on international judicial cooperation in criminal matters, republished, with subsequent amendments and completions.

Admission Decision: HP no. 14/2014, published in the Official Gazette no. 525 of 15 July 2014:

It establishes that in the application of the more favorable criminal law, after the final judgment of the case, according to art. 6 para. (1) of the Criminal Code, when comparing the punishment applied with the special maximum provided by the new law, the special cause of reduction of the punishment provided by art. 320 ^ 1 alin. 7 of the previous Code of Criminal Procedure, detained to the convict and capitalized in the concrete punishment.

Admission Decision: HP no. 15/2014, published in the Official Gazette no. 546 of 23 July 2014:

It establishes that, in the interpretation of the provisions of art. 6 para. (1) of the Criminal Code, for the hypothesis of a crime committed in a state of post-enforcement recidivism definitively tried before the entry into force of the new Criminal Code, the punishment applied by the conviction will be compared with the special maximum provided in the new law for the offense committed by taking in consideration of the provisions of art. 43 para. (5) of the Criminal Code.

Admission Decision: HP no. 12/2015, published in the Official Gazette no. 409 of 10 June 2015:

In interpreting the provisions of art. 6 para. (1) of the Criminal Code, in case of final penalties for crimes that have produced particularly serious consequences according to the previous Criminal Code, the determination of the special maximum provided by the new law is made, even if the value of the damage is lower than the value threshold provided by art. 183 of the Criminal Code, by reference to the aggravated variant of the limiting offenses listed in art. 309 of the Criminal Code.

Rejection decision: HP no. 22/2014, published in the Official Gazette no. 817 of November 10, 2014.
(2) If, after the final sentence of life imprisonment and until its execution remains final, a law has been enacted which provides for the same act only imprisonment, the sentence of life imprisonment shall be replaced by the maximum imprisonment provided for that offense.
(3) If the new law provides instead of the prison sentence only the fine, the applied punishment shall be replaced by the fine, without being able to exceed the special maximum provided in the new law. Taking into account the part of the sentence imposed on him, the execution of the fine may be waived in whole or in part.
(4) The educational measures not executed and not provided for in the new law shall no longer be executed, and those corresponding to the new law shall be executed within the content and limits provided by it, if it is more favorable.
(5) When the new law is more favorable under the conditions of par. (1) - (4), additional penalties and security measures not executed and not provided for in the new law shall no longer be executed, and those corresponding to the new law shall be executed within the content and limits provided by it.
(6) If the new law is more favorable only in terms of additional penalties or security measures, they are executed within the content and limits provided by the new law.
(7) When a provision of the new law refers to definitively applied punishments, in the case of punishments executed until the date of its entry into force, the reduced or replaced punishment according to the provisions of par. (1) - (6).
Note
Admission Decision: HP no. 1/2014, published in the Official Gazette no. 349 of 13 May 2014:

In the application of the more favorable criminal law, after the final judgment of the case before the entry into force of the new Criminal Code, for the hypothesis of a competition of crimes, in a first stage the incidence of the provisions of art. 6 of the Criminal Code, regarding individual punishments.

In the second stage it is verified if the resulting punishment applied according to the old law exceeds the maximum that can be reached under the new law, according to art. 39 of the Criminal Code.

If the resulting punishment, applied according to the old law, exceeds the maximum that can be reached based on art. 39 of the Criminal Code, the resulting punishment will be reduced to this maximum.

Otherwise, the resulting punishment will remain as established by the old law.

Admission Decision: HP no. 7/2014, published in the Official Gazette no. 471 of 26 June 2014:

In the application of the more favorable criminal law, according to art. 6 of the Criminal Code, in the case of continuing offenses, the phrase ""special maximum provided by the new law for the committed crime"" means the special maximum provided by law for the offense, without taking into account the cause of increase of the punishment provided for the continued crime.

Admission Decision: HP no. 18/2014, published in the Official Gazette no. 775 of October 24, 2014:

It establishes that in the application of the more favorable criminal law, after the final judgment of the case, according to art. 6 of the Criminal Code with reference to art. 21 para. (1), (2) and (3) of Law no. 187/2012:

- the enforceable sentence of imprisonment or the sentence in the case of the plurality of enforceable offenses applied to offenses committed during the minority of up to 15 years shall be replaced by the educational measure of detention in a detention center for a period equal to the duration of imprisonment;

- the enforceable sentence or the penalty in the case of a plurality of enforceable offenses applied to offenses committed during a minority of more than 15 years, but not exceeding 20 years, shall be replaced by the educational measure of detention in a detention center for a period of 15 years.

Admission Decision: HP no. 3/2015, published in the Official Gazette no. 380 of June 2, 2015:

It states that, in the application of the provisions of art. 6 of the Criminal Code, establishing the punishment under the new law, in the case of a plurality of offenses which, according to the 1969 Criminal Code, involved retaining the status of post-conviction recidivism with revocation of conditional suspension, and, according to the Criminal Code, the conditions of post-conviction recidivism are no longer met, it is determined according to art. 44 referred to in art. 39 of the Criminal Code, regarding the intermediate plurality.

Admission Decision: HP no. 13/2016, published in the Official Gazette no. 457 of June 21, 2016:

It establishes that, in application of the provisions of art. 6 of the Criminal Code, in the case of a continuing offense which, according to the new criminal law, no longer meets the conditions for the existence of the continuing offense, but the conditions of concurrence of offenses, the court shall refer to the special maximum provided by the new law for the offense not to the maximum punishment that would result from the application of the provisions regarding the concurrence of offenses under the new criminal law.

Admission Decision: HP no. 13/2017, published in the Official Gazette no. 464 of 21 June 2017:

It establishes that the provisions of art. 6 of the Criminal Code are incidents in the case where the more favorable criminal law intervened after the conditional release of the convicted person, and subsequently ordered the execution of the rest of the sentence, by a new final conviction, by which the court did not rule on the application of the more favorable criminal law after the final judgment of the case."
6	ro_cp	"Article 7
Application of temporary criminal law
(1) The temporary criminal law applies to the crime committed during the time when it was in force, even if the deed was not prosecuted or tried during that time.
(2) The temporary criminal law is the criminal law that provides the date of its entry into force or whose application is limited by the temporary nature of the situation that required its adoption.
Section 2 Application of the criminal law in space"
7	ro_cp	"Article 8
Territoriality of the criminal law
(1) The Romanian criminal law applies to the crimes committed on the Romanian territory.
(2) The territory of Romania means the extent of the land, the territorial sea and the waters with the soil, the subsoil and the airspace, comprised between the state borders.
(3) By an offense committed on the territory of Romania is meant any offense committed on the territory indicated in par. (2) or on a ship under the Romanian flag or on an aircraft registered in Romania.
(4) The offense shall be considered committed on the territory of Romania and when an act of execution, instigation or complicity has been committed on that territory or on a ship flying the Romanian flag or on an aircraft registered in Romania or has occurred, in part, the result of the crime."
8	ro_cp	"Article 9
The personality of the criminal law
(1) The Romanian criminal law applies to crimes committed outside the country by a Romanian citizen or a Romanian legal person, if the punishment provided by Romanian law is life imprisonment or imprisonment for more than 10 years.
(2) In other cases, the Romanian criminal law applies to crimes committed outside the country by a Romanian citizen or a Romanian legal person, if the deed is provided as a crime and by the criminal law of the country where it was committed or if it was committed in a place that is not subject to the jurisdiction of any state.
(3) The initiation of criminal proceedings shall be carried out with the prior authorization of the Prosecutor General of the Prosecutor's Office attached to the Court of Appeal within whose territorial area the prosecutor's office first notified or, as the case may be, of the Prosecutor General Court of Cassation and Justice. The term in which the prosecutor may issue the authorization is up to 30 days from the date of requesting the authorization and may be extended, in accordance with the law, without the total duration exceeding 180 days.
(on 01-02-2014, Paragraph (3) of Article 9 was amended by point 1 of Article 245 of LAW No. 187 of October 24, 2012, published in the OFFICIAL GAZETTE No. 757 of November 12, 2012. )
Note
Article II of LAW no. 217 of October 29, 2020, published in the Official Gazette no. 1012 of October 30, 2020, provides:

Article II

By exception from the provisions of art. 9 of Law no. 286/2009 on the Criminal Code, published in the Official Gazette of Romania, Part I, no. 510 of July 24, 2009, with subsequent amendments and completions, and in application of art. 12 of Law no. 286/2009, with the subsequent amendments and completions, for the facts provided in art. 218-220, art. 221 para. (1) - (2 ^ 1), art. 222 ^ 1, art. 216 ^ 1 and art. 374 para. (1) and (1 ^ 1) of Law no. 286/2009, with subsequent amendments and completions, the Romanian criminal law applies to crimes committed outside the country by a Romanian citizen or a Romanian legal entity regardless of the punishment provided by Romanian law, even if the deed is not provided as a crime by law criminal law of the country where it was committed."
9	ro_cp	"Article 10
The reality of criminal law
(1) The Romanian criminal law applies to crimes committed outside the territory of the country by a foreign citizen or a stateless person, against the Romanian state, against a Romanian citizen or a Romanian legal person.
(2) The initiation of criminal proceedings shall be carried out with the prior authorization of the Prosecutor General of the Prosecutor's Office attached to the High Court of Cassation and Justice and only if the act is not subject to judicial proceedings in the state in whose territory it was committed."
